epoch,mse,output_mse,spin_score_mse,accuracy,all_correct,min_margin,mean_margin,scores,spin_scores,predictions,outputs
0,0.9404296875,1.0062689158244704,0.9919369916283234,0.5,false,-0.1875,0.046875,0.0625|0.25|0.1875|0.1875,0.0768|0.0872|0.1011|0.0803,1.0|1.0|1.0|1.0,0.0768|-0.0933|0.142|0.1816|0.0188|-0.0631|0.0845|0.3086|-0.0694|0.0325|0.2192|0.2222|-0.0854|0.0599|0.1988|0.148
25,1.349609375,1.11409042040329,1.0754741905790348,0.25,false,-0.3125,-0.15625,0.3125|0.0|-0.1875|0.125,0.0553|0.0389|-0.0635|0.0647,1.0|1.0|-1.0|1.0,0.0229|-0.2159|0.1489|0.2652|-0.1987|-0.0909|0.1754|0.2696|-0.4042|-0.0805|0.0938|0.1369|0.0716|-0.2656|0.1903|0.2624
50,1.064453125,1.0947087187132665,1.0528367014601634,0.25,false,-0.0625,-0.03125,0.0|-0.0625|0.0|0.0625,0.0352|-0.0247|0.0195|0.0623,1.0|-1.0|1.0|1.0,-0.1371|-0.1961|0.1416|0.3323|-0.1596|-0.2956|0.1229|0.2335|-0.0423|-0.3037|0.2616|0.1624|-0.0379|-0.1434|0.1133|0.3171
75,1.1220703125,1.0519604054307103,0.9874265620707599,0.5,false,-0.25,-0.046875,0.125|0.0|0.1875|0.25,0.027|0.0188|0.0546|0.019,1.0|1.0|1.0|1.0,-0.2534|-0.2328|0.2938|0.3002|-0.2312|-0.1965|0.2919|0.211|-0.174|-0.2145|0.2762|0.3307|-0.1371|-0.3266|0.2538|0.2861
100,0.8720703125,1.030622502221572,0.9232302182044154,0.5,false,-0.125,0.078125,0.0|0.25|-0.125|-0.1875,0.0411|0.1024|0.042|-0.0589,1.0|1.0|-1.0|-1.0,-0.0892|-0.39|0.3209|0.3227|-0.1641|-0.1515|0.4196|0.3058|-0.3855|-0.357|0.3714|0.539|-0.1268|-0.5339|0.1617|0.2635
125,1.1806640625,1.1872051841525308,1.0623702465350078,0.25,false,-0.25,-0.078125,0.0625|0.125|-0.125|0.25,0.0845|0.0216|-0.0318|0.0255,1.0|1.0|-1.0|1.0,-0.1819|-0.1441|0.3556|0.3083|-0.3178|-0.2205|0.312|0.3129|-0.249|-0.4909|0.3918|0.2211|-0.383|-0.5041|0.398|0.5912
150,0.966796875,1.1178539752492862,0.9856356970152772,0.5,false,-0.1875,0.03125,0.1875|0.125|0.25|0.0625,0.0413|0.0547|0.039|0.0204,1.0|1.0|1.0|1.0,-0.2486|-0.3494|0.3394|0.4238|-0.1879|-0.4059|0.3774|0.4353|-0.2517|-0.2341|0.39|0.2519|-0.4105|-0.4344|0.3882|0.5383
175,1.0322265625,1.10618424502537,0.9775691908575751,0.25,false,-0.0625,-0.015625,0.0|0.0|-0.0625|0.0,-0.0105|-0.0018|0.008|-0.0286,1.0|1.0|-1.0|1.0,-0.3482|-0.2821|0.2945|0.2937|-0.3617|-0.327|0.4267|0.2548|-0.4953|-0.4014|0.5456|0.383|-0.2601|-0.3818|0.2628|0.2646
200,1.1455078125,1.124012545368945,1.0334492004686833,0.5,false,-0.375,-0.046875,-0.25|0.0|-0.375|0.0625,-0.0963|0.0446|-0.1715|0.0158,-1.0|1.0|-1.0|1.0,-0.355|-0.4063|0.2772|0.0989|-0.2843|-0.1265|0.2122|0.3772|-0.4856|-0.4927|0.1659|0.1263|-0.3208|-0.2747|0.2002|0.4587
225,1.177734375,1.1829041196082948,1.1062947351148382,0.75,false,-0.4375,-0.0625,-0.125|0.0|-0.4375|-0.0625,-0.011|-0.0247|-0.1611|0.0242,-1.0|1.0|-1.0|-1.0,-0.2556|-0.4037|0.4437|0.1715|-0.0966|-0.1799|0.1674|0.0104|-0.5167|-0.5433|0.3279|0.0878|-0.0469|-0.2378|0.2183|0.1633
250,1.134765625,1.0983832705657979,1.0763677681684831,0.25,false,-0.125,-0.0625,0.125|-0.0625|-0.125|-0.0625,0.1338|0.0071|-0.0634|-0.0497,1.0|-1.0|-1.0|-1.0,-0.0278|-0.136|0.3003|0.3987|-0.0655|-0.1414|0.0779|0.1573|-0.2172|-0.1846|0.1788|-0.0308|-0.0339|-0.0923|-0.0387|-0.0338
275,1.0302734375,0.968341484426217,0.9322519529718357,0.5,false,-0.3125,0.015625,0.0625|0.375|-0.3125|-0.0625,0.02|0.2696|-0.1726|-0.1168,1.0|1.0|-1.0|-1.0,-0.0008|-0.0773|0.1485|0.0097|0.351|0.4058|0.2034|0.1181|-0.5368|-0.496|0.2275|0.115|-0.1517|-0.0445|-0.0605|-0.2104
300,0.8837890625,0.9920199498060253,0.9802386927763983,0.75,false,-0.1875,0.078125,-0.25|0.0|0.25|0.1875,-0.1265|-0.0003|0.0741|0.1403,-1.0|1.0|1.0|1.0,-0.2319|-0.3299|-0.0169|0.0726|-0.0889|-0.0221|0.0885|0.0214|-0.0702|0.1303|0.2253|0.0111|0.0489|0.2023|0.1089|0.2009
325,0.73828125,0.901396427516547,0.896557617542169,0.5,false,-0.0,0.15625,0.0|0.375|0.25|0.0,0.0263|0.2809|0.1013|0.0992,1.0|1.0|1.0|1.0,-0.0778|0.02|0.0986|0.0643|0.2807|0.2457|0.4117|0.1855|0.0179|0.0272|0.185|0.1752|0.0253|0.1365|0.1169|0.118
350,0.9990234375,1.1737961652701037,1.1716000772571726,0.5,false,-0.1875,0.015625,0.1875|0.1875|0.1875|0.125,0.2595|0.0212|0.0631|0.1243,1.0|1.0|1.0|1.0,0.28|0.2055|0.3046|0.248|0.0759|-0.0334|-0.027|0.0691|0.0168|0.0163|0.1638|0.0555|0.0889|0.1616|0.0929|0.1538
375,0.8603515625,0.8439589508659822,0.8364460277719897,0.75,false,-0.0,0.078125,-0.0625|0.0|0.25|0.0,-0.0578|-0.0178|0.2794|-0.0498,-1.0|1.0|1.0|1.0,-0.2067|-0.1648|0.022|0.1182|-0.0407|-0.0625|0.0302|0.0017|0.1859|0.1784|0.3341|0.4194|-0.0396|-0.0792|-0.0142|-0.0661
400,0.943359375,0.9765379709171004,0.975097304854598,0.75,false,-0.0625,0.03125,-0.0625|0.0|-0.0625|-0.125,-0.0701|-0.0456|-0.0752|-0.1132,-1.0|1.0|-1.0|-1.0,-0.0802|-0.0539|-0.0371|-0.1093|0.0009|-0.0368|-0.0683|-0.0783|-0.1506|-0.0662|-0.0148|-0.0691|-0.0947|-0.1042|-0.0724|-0.1817
425,0.837890625,0.9160014292956612,0.9146751353888461,0.5,false,-0.1875,0.125,0.0625|-0.1875|0.5|-0.25,0.0783|-0.2476|0.5218|-0.157,1.0|-1.0|1.0|-1.0,0.0562|0.1022|0.0913|0.0636|-0.2216|-0.2591|-0.2249|-0.2848|0.4636|0.4567|0.5713|0.5955|-0.183|-0.1296|-0.166|-0.1493
450,0.8134765625,0.8349417668601996,0.8338870646562765,0.75,false,-0.125,0.109375,0.125|0.25|0.1875|-0.125,0.1398|0.231|0.1819|-0.1191,1.0|1.0|1.0|-1.0,0.1457|0.0691|0.1687|0.1757|0.1793|0.2207|0.253|0.2712|0.2025|0.1867|0.204|0.1345|-0.1487|-0.0924|-0.1235|-0.1119
475,0.9716796875,0.9608764711419968,0.9591642950552532,0.5,false,-0.0625,0.015625,0.0|0.0625|0.0625|0.0625,-0.0055|0.0183|0.0824|0.0207,1.0|1.0|1.0|1.0,-0.0082|0.0245|-0.0143|-0.024|0.042|0.0479|-0.0245|0.0077|0.0313|0.0415|0.1197|0.1372|0.0493|0.1012|-0.0146|-0.0531
500,0.888671875,0.8608551509262715,0.8602248467785786,0.75,false,-0.0625,0.0625,0.0625|0.0|0.1875|-0.125,0.0596|0.036|0.2185|-0.1178,1.0|1.0|1.0|-1.0,0.0385|0.0179|0.0792|0.1028|0.0095|0.0592|0.0468|0.0286|0.244|0.2018|0.233|0.1952|-0.1297|-0.1487|-0.1129|-0.08
525,1.138671875,1.119382384564956,1.1174241301488943,0.25,false,-0.1875,-0.0625,0.125|-0.1875|0.0625|0.0,0.1637|-0.1182|0.0338|-0.0347,1.0|-1.0|1.0|1.0,0.1173|0.1377|0.2224|0.1772|-0.0973|-0.0866|-0.1402|-0.1485|-0.0325|-0.0206|0.0604|0.1279|-0.0783|-0.0594|0.0113|-0.0125
550,0.83984375,0.8633047723112919,0.8625473637673987,0.75,false,-0.0625,0.09375,-0.0625|0.0625|0.3125|0.0625,-0.0473|0.0879|0.2634|0.0808,-1.0|1.0|1.0|1.0,-0.0986|-0.0535|-0.0349|-0.0024|0.0613|0.0723|0.1083|0.1096|0.2302|0.2438|0.2778|0.3017|0.092|0.1118|0.0476|0.0716
575,0.8095703125,0.8428273928697518,0.8421866268366479,0.75,false,-0.0,0.109375,-0.125|0.3125|0.0|0.0,-0.0858|0.2259|0.0323|-0.0014,-1.0|1.0|1.0|1.0,-0.0391|-0.0995|-0.0911|-0.1133|0.281|0.2294|0.1755|0.2177|0.0412|0.0263|0.0477|0.0138|-0.0226|0.0038|-0.002|0.0151
600,1.013671875,0.9927769589550208,0.9918439301816422,0.5,false,-0.125,0.0,-0.1875|-0.0625|0.0|0.125,-0.1968|-0.0862|-0.0056|0.0636,-1.0|-1.0|1.0|1.0,-0.2171|-0.227|-0.171|-0.1721|-0.0745|-0.0627|-0.0898|-0.1176|-0.0014|-0.0151|0.0059|-0.0117|0.0807|0.1162|-0.0206|0.0783
625,0.841796875,0.8763246122417769,0.8749635227973496,0.5,false,-0.0625,0.09375,0.0|0.3125|0.125|0.0625,0.0305|0.2734|0.133|0.0762,1.0|1.0|1.0|1.0,0.0633|-0.0081|0.0217|0.0452|0.2827|0.2887|0.2291|0.293|0.0839|0.101|0.1511|0.196|0.0592|0.0108|0.1008|0.134
650,1.07421875,1.0622648225650266,1.0614386771919224,0.5,false,-0.125,-0.03125,0.125|0.0|-0.125|-0.125,0.12|0.0003|-0.0979|-0.1131,1.0|1.0|-1.0|-1.0,0.1251|0.1108|0.1174|0.1267|-0.0007|0.0378|-0.0723|0.0364|-0.1068|-0.1376|-0.072|-0.0752|-0.1452|-0.1259|-0.0864|-0.0949
675,0.8857421875,0.8686760012356382,0.8677972410063823,0.75,false,-0.1875,0.078125,-0.3125|-0.1875|0.0|-0.1875,-0.3306|-0.1872|0.0257|-0.1848,-1.0|-1.0|1.0|-1.0,-0.3741|-0.2981|-0.2722|-0.378|-0.2096|-0.1693|-0.1695|-0.2002|0.0056|-0.0012|0.053|0.0455|-0.1777|-0.1964|-0.2117|-0.1535
700,1.0546875,1.0816755237369344,1.0790895797131284,0.75,false,-0.375,0.0,-0.25|0.0|-0.375|-0.125,-0.2025|-0.0104|-0.3593|-0.099,-1.0|1.0|-1.0|-1.0,-0.1823|-0.237|-0.243|-0.1478|-0.0476|0.0103|-0.028|0.0238|-0.4545|-0.4215|-0.2857|-0.2755|-0.0325|-0.1183|-0.1396|-0.1055
725,1.00390625,0.9998042831557475,0.9980588659636224,0.5,false,-0.0625,0.0,0.0625|-0.0625|0.0625|-0.0625,0.076|-0.0256|0.0469|-0.065,1.0|-1.0|1.0|-1.0,0.0142|0.0705|0.1308|0.0883|-0.025|-0.0282|-0.0141|-0.0351|-0.0384|0.0046|0.0961|0.1254|-0.0401|-0.0374|-0.1032|-0.0791
750,0.900390625,0.8960569653801638,0.8957791268965164,0.75,false,-0.1875,0.0625,0.1875|0.125|0.1875|-0.125,0.1648|0.1138|0.1897|-0.1144,1.0|1.0|1.0|-1.0,0.1857|0.1574|0.164|0.1523|0.0813|0.1308|0.1029|0.1403|0.1793|0.1833|0.1852|0.2109|-0.123|-0.1361|-0.097|-0.1014
775,1.0107421875,0.9512786429144421,0.9497549560969509,0.5,false,-0.25,0.015625,0.25|0.3125|0.0625|0.0625,0.204|0.341|0.0701|0.0249,1.0|1.0|1.0|1.0,0.1978|0.1941|0.2299|0.1941|0.3495|0.3252|0.3528|0.3365|0.0677|-0.0407|0.1178|0.1356|0.0019|0.0128|0.0049|0.0802
800,1.11328125,1.0726160099201598,1.0705867431892262,0.5,false,-0.25,-0.03125,-0.125|-0.25|0.25|0.25,-0.1283|-0.1855|0.2079|0.2205,-1.0|-1.0|1.0|1.0,-0.1732|-0.181|-0.0685|-0.0907|-0.2065|-0.1683|-0.2113|-0.1559|0.1437|0.1512|0.2872|0.2494|0.1632|0.2582|0.2214|0.2391
825,0.9775390625,0.9778837920859021,0.9759453567697004,0.75,false,-0.125,0.015625,-0.125|0.0|-0.125|-0.0625,-0.1401|-0.0829|-0.0729|-0.0832,-1.0|1.0|-1.0|-1.0,-0.1297|-0.1246|-0.1538|-0.1523|-0.0216|-0.0433|-0.1015|-0.1653|-0.1585|-0.1045|-0.0424|0.014|-0.0981|-0.0636|-0.0709|-0.1
850,0.892578125,0.8880184052621276,0.8862575704542626,0.75,false,-0.125,0.0625,0.125|0.0625|0.125|-0.1875,0.1445|0.0585|0.1933|-0.1645,1.0|1.0|1.0|-1.0,0.1547|0.1718|0.1222|0.1291|0.062|0.0666|0.0736|0.0317|0.1332|0.104|0.2429|0.2932|-0.1432|-0.176|-0.1481|-0.1909
875,0.9775390625,0.9806726732284308,0.9801818900563024,0.75,false,-0.125,0.015625,-0.125|0.0|0.0625|0.125,-0.1502|-0.0267|0.0497|0.1142,-1.0|1.0|1.0|1.0,-0.1623|-0.1483|-0.1538|-0.1365|-0.0252|-0.0097|-0.0216|-0.0503|0.0309|0.0136|0.0559|0.0985|0.1524|0.0814|0.1113|0.1118
900,0.85546875,0.9010361542137205,0.900017243363448,0.75,false,-0.125,0.09375,0.125|0.375|0.0|-0.125,0.1289|0.294|0.0128|-0.0767,1.0|1.0|1.0|-1.0,0.0893|0.1131|0.1344|0.179|0.3075|0.3389|0.2085|0.3209|-0.0005|0.0055|0.0069|0.0393|-0.0837|-0.0952|-0.0666|-0.0612
925,1.3017578125,1.3090589873759837,1.3072586952405907,0.0,false,-0.1875,-0.140625,0.1875|-0.125|-0.125|0.125,0.1413|-0.1069|-0.1565|0.1678,1.0|-1.0|-1.0|1.0,0.1147|0.0953|0.207|0.1481|-0.1362|-0.135|-0.0886|-0.068|-0.1995|-0.177|-0.0846|-0.1649|0.1604|0.2261|0.0882|0.1966
950,0.8837890625,0.9715168495574021,0.9694306164117401,0.75,false,-0.125,0.078125,-0.0625|0.0|-0.125|-0.375,-0.0659|-0.0987|-0.1308|-0.2793,-1.0|1.0|-1.0|-1.0,-0.0466|-0.0917|-0.0798|-0.0456|-0.0834|-0.139|-0.096|-0.0765|-0.2315|-0.1571|-0.1197|-0.0148|-0.2778|-0.3236|-0.2256|-0.2903
975,1.1025390625,1.1023283025350528,1.101631603169421,0.25,false,-0.1875,-0.046875,0.0|0.0|-0.1875|0.0,0.029|-0.0459|-0.1565|-0.0427,1.0|1.0|-1.0|1.0,0.0047|0.0221|0.0349|0.0541|-0.0751|-0.0435|-0.0777|0.0128|-0.1391|-0.1967|-0.1575|-0.1325|-0.0286|-0.035|-0.0258|-0.0813
1000,0.939453125,0.9250263515791242,0.9239811538469799,1.0,true,0.0,0.03125,-0.0625|0.0|0.0|-0.0625,-0.085|0.057|-0.0437|-0.0618,-1.0|1.0|1.0|-1.0,-0.1343|-0.0155|-0.0469|-0.1433|0.0663|0.0474|0.0362|0.0781|0.0008|-0.0526|-0.0495|-0.0734|-0.0643|-0.0804|-0.0488|-0.0538
1025,0.9345703125,0.8729086839801822,0.8720048497375439,0.5,false,-0.125,0.046875,0.0|0.0|0.3125|0.125,-0.0172|0.0436|0.2975|0.0555,1.0|1.0|1.0|1.0,-0.0124|-0.0446|-0.0413|0.0294|0.0897|0.0373|-0.0104|0.0577|0.3029|0.2526|0.2982|0.3365|0.0946|0.0411|0.038|0.0482
1050,0.919921875,0.8592986324315951,0.8584564147946507,0.5,false,-0.25,0.09375,-0.375|-0.1875|0.4375|0.25,-0.3909|-0.1617|0.4095|0.1682,-1.0|-1.0|1.0|1.0,-0.3791|-0.4122|-0.3724|-0.4001|-0.1678|-0.1646|-0.1425|-0.1718|0.3301|0.3965|0.442|0.4693|0.1802|0.1471|0.1828|0.1626
1075,1.0966796875,1.0868449949800882,1.0863799659883153,0.75,false,-0.4375,-0.015625,0.4375|0.0|0.1875|-0.1875,0.3766|-0.0409|0.2033|-0.1443,1.0|1.0|1.0|-1.0,0.3999|0.3483|0.3823|0.3759|-0.0632|-0.0342|-0.0195|-0.0468|0.2105|0.1931|0.195|0.2148|-0.1786|-0.1029|-0.1775|-0.1181
1100,1.0009765625,0.9949391044512458,0.9938624278440914,0.5,false,-0.1875,0.015625,-0.125|-0.1875|-0.125|-0.25,-0.1569|-0.2439|-0.0838|-0.2633,-1.0|-1.0|-1.0|-1.0,-0.1304|-0.1473|-0.1785|-0.1714|-0.2576|-0.201|-0.287|-0.2299|-0.1199|-0.0576|-0.0589|-0.0989|-0.2713|-0.2694|-0.1906|-0.3221
1125,0.978515625,0.9993564166031766,0.9971752661182012,0.5,false,-0.1875,0.03125,0.1875|-0.125|0.125|-0.3125,0.1855|-0.1175|0.0843|-0.2957,1.0|-1.0|1.0|-1.0,0.1584|0.2412|0.1846|0.1578|-0.1236|-0.1041|-0.1144|-0.1278|-0.015|0.0124|0.1729|0.1668|-0.287|-0.2943|-0.2923|-0.3092
1150,1.017578125,1.0435199151403522,1.0429733999204507,0.5,false,-0.125,0.0,0.125|0.1875|-0.125|-0.0625,0.1024|0.138|-0.1532|-0.0599,1.0|1.0|-1.0|-1.0,0.1024|0.0717|0.0983|0.1371|0.1878|0.0944|0.1218|0.1479|-0.1849|-0.1476|-0.1323|-0.1479|-0.0597|-0.0743|-0.0491|-0.0564
1175,0.72265625,0.7514476275656453,0.7503705424371383,1.0,true,0.0625,0.15625,-0.0625|0.0625|0.1875|-0.3125,-0.0588|0.0126|0.2173|-0.2733,-1.0|1.0|1.0|-1.0,-0.0019|-0.102|-0.0914|-0.0398|0.0348|0.0039|0.0056|0.0061|0.183|0.2154|0.2554|0.2156|-0.3266|-0.3019|-0.2185|-0.2462
1200,1.0478515625,1.02736449752117,1.0254263138745032,0.25,false,-0.125,-0.015625,-0.1875|-0.125|-0.125|0.0,-0.1241|-0.084|-0.0861|-0.01,-1.0|-1.0|-1.0|1.0,-0.1054|-0.1519|-0.0416|-0.1977|-0.0408|-0.0862|-0.1004|-0.1085|-0.1332|-0.1487|-0.0508|-0.0116|0.0243|-0.0373|-0.0089|-0.0183
1225,0.6064453125,0.6173432476102206,0.6163078339933106,0.75,false,-0.0,0.234375,-0.3125|0.375|0.25|0.0,-0.2848|0.3572|0.2721|0.0054,-1.0|1.0|1.0|1.0,-0.274|-0.2549|-0.3079|-0.3024|0.2866|0.3816|0.4144|0.3462|0.2256|0.2583|0.3059|0.2987|-0.0001|0.0387|-0.0062|-0.011
1250,1.1181640625,1.1928200011146983,1.1926796365279608,0.5,false,-0.25,-0.046875,-0.0625|-0.125|-0.25|-0.125,-0.0583|-0.1532|-0.2923|-0.0598,-1.0|-1.0|-1.0|-1.0,-0.0563|-0.0844|-0.0376|-0.0547|-0.1581|-0.1457|-0.1502|-0.1588|-0.3092|-0.2905|-0.2767|-0.2928|-0.046|-0.073|-0.0529|-0.0674
1275,0.8984375,0.9222353410821931,0.9198137862745166,0.5,false,-0.125,0.0625,-0.125|0.25|-0.125|0.0,-0.1097|0.1992|-0.0587|0.0605,-1.0|1.0|-1.0|1.0,-0.1224|-0.0764|-0.0908|-0.1492|0.2538|0.2118|0.2186|0.1126|-0.1288|-0.0808|0.0072|-0.0322|0.1605|0.0288|0.007|0.0456
1300,0.8583984375,0.8970940148482761,0.8956046905707565,0.75,false,-0.0625,0.078125,-0.1875|-0.0625|0.0625|-0.125,-0.2012|-0.0956|0.057|-0.0755,-1.0|-1.0|1.0|-1.0,-0.1772|-0.238|-0.185|-0.2044|-0.0101|-0.1209|-0.1122|-0.1393|0.0003|0.0177|0.0857|0.1244|-0.0632|-0.0866|-0.0528|-0.0994
1325,0.9521484375,0.9078952429187674,0.9073982686459561,0.5,false,-0.1875,0.046875,0.1875|0.375|-0.0625|-0.0625,0.1407|0.3363|-0.0323|-0.0931,1.0|1.0|-1.0|-1.0,0.1837|0.149|0.1211|0.109|0.3401|0.3525|0.3369|0.3159|-0.0327|-0.0136|-0.0388|-0.044|-0.0879|-0.1413|-0.0806|-0.0628
1350,1.216796875,1.1666221803557382,1.1639527321589362,0.25,false,-0.3125,-0.09375,-0.0625|-0.3125|-0.125|0.0,-0.0072|-0.3|-0.0172|-0.0277,-1.0|-1.0|-1.0|1.0,0.0192|0.0058|-0.0355|-0.0182|-0.3224|-0.3064|-0.2944|-0.2767|-0.1074|-0.107|0.0242|0.1214|0.0163|-0.0347|-0.0478|-0.0445
1375,1.2392578125,1.1637858651122177,1.1628251992069458,0.0,false,-0.25,-0.109375,0.25|-0.125|-0.0625|0.0,0.1595|-0.0957|-0.0247|0.0277,1.0|-1.0|-1.0|1.0,0.1503|0.1516|0.1563|0.18|-0.0853|-0.1481|-0.0959|-0.0535|-0.0711|-0.0323|-0.0484|0.0529|0.0246|-0.0011|0.0413|0.046
1400,1.1884765625,1.2306527885592147,1.2299005185116796,0.25,false,-0.25,-0.078125,0.25|-0.125|-0.125|-0.1875,0.2483|-0.1906|-0.1127|-0.16,1.0|-1.0|-1.0|-1.0,0.2915|0.227|0.2512|0.2236|-0.1846|-0.2215|-0.1927|-0.1635|-0.1582|-0.1322|-0.1018|-0.0588|-0.1771|-0.186|-0.1374|-0.1395
1425,1.142578125,1.129602052253702,1.1287853379147044,0.25,false,-0.25,-0.0625,0.0|-0.0625|-0.25|-0.0625,0.0264|-0.0514|-0.1898|-0.0302,1.0|-1.0|-1.0|-1.0,0.0406|0.0408|0.0439|-0.0196|-0.0668|-0.0875|0.0077|-0.0592|-0.2164|-0.2087|-0.1625|-0.1714|0.01|-0.0199|-0.0554|-0.0554
1450,1.080078125,1.1080414547818631,1.1069564014211322,0.5,false,-0.1875,-0.03125,-0.125|-0.1875|0.0625|0.125,-0.0944|-0.1904|0.0542|0.1384,-1.0|-1.0|1.0|1.0,-0.1235|-0.0778|-0.1038|-0.0725|-0.1849|-0.2006|-0.1991|-0.1771|0.0432|0.005|0.1512|0.0172|0.159|0.118|0.1619|0.1148
1475,0.6181640625,0.6208477504601044,0.6202883849297722,0.75,false,-0.0625,0.234375,0.0625|0.375|0.375|-0.25,0.0396|0.3571|0.3759|-0.227,1.0|1.0|1.0|-1.0,0.0617|0.0464|0.0331|0.0172|0.3642|0.3758|0.3314|0.3572|0.3786|0.3925|0.3459|0.3867|-0.1803|-0.2242|-0.2841|-0.2192
1500,0.8779296875,0.8694898816605912,0.8690059104491583,0.75,false,-0.1875,0.078125,-0.25|0.1875|-0.1875|-0.0625,-0.2756|0.1661|-0.167|-0.0545,-1.0|1.0|-1.0|-1.0,-0.2649|-0.2812|-0.2502|-0.306|0.1503|0.1501|0.1923|0.1717|-0.2032|-0.164|-0.1658|-0.1349|-0.0542|-0.035|-0.095|-0.0338
1525,0.83984375,0.8635150009155605,0.8608660883109422,0.75,false,-0.0625,0.09375,0.0625|0.0625|0.0625|-0.3125,0.059|0.0174|0.0817|-0.2837,1.0|1.0|1.0|-1.0,0.0835|0.1023|0.0662|-0.0161|0.0158|-0.0178|0.06|0.0114|-0.0058|0.0465|0.0613|0.2246|-0.3016|-0.2878|-0.2927|-0.2527
1550,1.0634765625,1.0260113786820029,1.0247919932740241,0.5,false,-0.3125,-0.015625,-0.125|-0.3125|0.125|0.0,-0.1207|-0.2724|0.1365|-0.0195,-1.0|-1.0|1.0|1.0,-0.1313|-0.121|-0.1451|-0.0856|-0.2655|-0.3025|-0.1989|-0.3228|0.1421|0.1289|0.1398|0.1351|0.0496|-0.006|-0.0709|-0.0508
1575,1.0341796875,1.0269116053456744,1.025812401877253,0.25,false,-0.0625,-0.015625,0.0625|-0.0625|0.0625|0.0,0.0541|-0.018|0.0645|0.0396,1.0|-1.0|1.0|1.0,0.1386|0.0686|0.0171|-0.008|-0.0422|-0.0242|-0.012|0.0065|0.0337|0.0919|0.0484|0.0839|0.0423|0.0187|0.0286|0.0686
1600,0.54296875,0.6008169383159719,0.5984423563095193,1.0,true,0.0625,0.28125,-0.0625|0.4375|0.1875|-0.4375,-0.027|0.3256|0.1735|-0.4441,-1.0|1.0|1.0|-1.0,-0.0568|-0.0324|0.0117|-0.0303|0.3876|0.3118|0.2817|0.3211|0.0264|0.2037|0.2287|0.2352|-0.4341|-0.4422|-0.4465|-0.4536
1625,0.72265625,0.7408185772148042,0.7398570681492508,1.0,true,0.0,0.15625,-0.25|0.0|0.25|-0.125,-0.2735|-0.05|0.2897|-0.092,-1.0|1.0|1.0|-1.0,-0.2427|-0.2728|-0.2842|-0.2943|-0.0534|-0.0799|-0.0568|-0.0099|0.2485|0.2578|0.2913|0.361|-0.0599|-0.072|-0.1374|-0.0985
1650,1.076171875,1.059512497642159,1.058763110866882,0.25,false,-0.3125,0.0,0.125|-0.3125|0.4375|0.0,0.1402|-0.2772|0.44|-0.0049,1.0|-1.0|1.0|1.0,0.1227|0.1626|0.1407|0.1349|-0.2359|-0.3097|-0.2857|-0.2775|0.3982|0.4067|0.4436|0.5116|-0.0012|-0.0157|0.0077|-0.0104
1675,0.896484375,0.8895094105868935,0.8890036927886069,0.5,false,-0.0625,0.0625,-0.125|-0.0625|-0.0625|-0.25,-0.1317|-0.0486|-0.0375|-0.2088,-1.0|-1.0|-1.0|-1.0,-0.1285|-0.123|-0.1259|-0.1493|-0.0344|-0.0402|-0.0627|-0.0571|-0.0648|-0.0289|-0.0642|0.0077|-0.2405|-0.1987|-0.1648|-0.2312
1700,0.908203125,0.8800485128030717,0.8794906018405917,0.5,false,-0.125,0.0625,-0.125|-0.0625|-0.125|-0.3125,-0.114|-0.0593|-0.0856|-0.3426,-1.0|-1.0|-1.0|-1.0,-0.0961|-0.0841|-0.1513|-0.1246|-0.0488|-0.0528|-0.0622|-0.0735|-0.1045|-0.1242|-0.053|-0.0609|-0.3122|-0.3721|-0.3267|-0.3594
1725,1.30078125,1.2551438780291975,1.254024256105101,0.25,false,-0.4375,-0.09375,-0.4375|-0.1875|-0.4375|0.1875,-0.3792|-0.182|-0.375|0.1589,-1.0|-1.0|-1.0|1.0,-0.4205|-0.3744|-0.3515|-0.3703|-0.1465|-0.2006|-0.1934|-0.1876|-0.4326|-0.4317|-0.3215|-0.314|0.166|0.1721|0.1461|0.1513
1750,0.7568359375,0.733189029260159,0.7313149839356187,0.75,false,-0.0625,0.140625,0.0625|0.125|0.1875|-0.3125,0.0159|0.1651|0.2093|-0.2444,1.0|1.0|1.0|-1.0,0.0391|-0.0256|0.0236|0.0267|0.2012|0.1459|0.1661|0.1474|0.1265|0.2001|0.2436|0.2672|-0.3208|-0.2814|-0.2027|-0.1726
1775,0.8935546875,0.8692533328334656,0.8685317562211927,0.5,false,-0.0625,0.078125,-0.4375|0.0|-0.0625|0.0625,-0.4072|-0.0258|0.0043|0.0387,-1.0|1.0|-1.0|1.0,-0.4214|-0.4347|-0.3874|-0.3851|-0.0001|-0.0153|-0.0477|-0.04|-0.0143|-0.0599|0.0432|0.0482|0.0365|0.0318|0.032|0.0548
1800,1.033203125,1.0215019264440008,1.0205973948852294,0.5,false,-0.25,0.0,-0.25|0.0625|-0.25|0.0625,-0.2153|0.0669|-0.2121|0.0616,-1.0|1.0|-1.0|1.0,-0.2278|-0.2201|-0.2257|-0.1877|0.1133|0.0355|0.0558|0.063|-0.2201|-0.2251|-0.2241|-0.179|0.1176|0.0857|0.0509|-0.008
