Running bespoke XOR search with 1 config(s)
  epoch=4000 mse=0.046956 acc=1.0 margin=0.056593 grad=0.562239 delta=5.269142 weight_rms=0.2
  epoch=4100 mse=0.047356 acc=1.0 margin=0.050757 grad=0.505634 delta=5.296866 weight_rms=0.2
  epoch=4200 mse=0.04684 acc=1.0 margin=0.066297 grad=0.524171 delta=5.258314 weight_rms=0.2
  epoch=4300 mse=0.048932 acc=1.0 margin=0.068179 grad=0.492 delta=5.295168 weight_rms=0.2
  epoch=4400 mse=0.048935 acc=1.0 margin=0.053646 grad=0.463106 delta=5.359887 weight_rms=0.2
  epoch=4500 mse=0.047428 acc=1.0 margin=0.060971 grad=0.476143 delta=5.338188 weight_rms=0.2
  epoch=4600 mse=0.043706 acc=1.0 margin=0.036459 grad=0.516408 delta=5.3842 weight_rms=0.2
  epoch=4700 mse=0.041765 acc=1.0 margin=0.039237 grad=0.397314 delta=5.392049 weight_rms=0.2
  epoch=4800 mse=0.039714 acc=1.0 margin=0.038239 grad=0.473187 delta=5.409796 weight_rms=0.2
  epoch=4900 mse=0.037285 acc=1.0 margin=0.030718 grad=0.41009 delta=5.418813 weight_rms=0.2
  epoch=5000 mse=0.034032 acc=1.0 margin=0.023481 grad=0.38654 delta=5.424382 weight_rms=0.2
  epoch=5100 mse=0.033841 acc=1.0 margin=0.028598 grad=0.35017 delta=5.470873 weight_rms=0.2
  epoch=5200 mse=0.036879 acc=1.0 margin=0.040992 grad=0.367163 delta=5.439415 weight_rms=0.2
  epoch=5300 mse=0.03675 acc=1.0 margin=0.050243 grad=0.406111 delta=5.359544 weight_rms=0.2
  epoch=5400 mse=0.038061 acc=1.0 margin=0.036833 grad=0.349387 delta=5.330225 weight_rms=0.2
  epoch=5500 mse=0.03702 acc=1.0 margin=0.038563 grad=0.335648 delta=5.37442 weight_rms=0.2
  epoch=5600 mse=0.03817 acc=1.0 margin=0.03657 grad=0.344661 delta=5.379143 weight_rms=0.2
  epoch=5700 mse=0.037643 acc=1.0 margin=0.032756 grad=0.357184 delta=5.39824 weight_rms=0.2
  epoch=5800 mse=0.036535 acc=1.0 margin=0.031784 grad=0.370071 delta=5.470152 weight_rms=0.2
  epoch=5900 mse=0.036701 acc=1.0 margin=0.032342 grad=0.376373 delta=5.494246 weight_rms=0.2
  epoch=6000 mse=0.03912 acc=1.0 margin=0.017167 grad=0.341674 delta=5.524325 weight_rms=0.2
  epoch=6100 mse=0.037855 acc=1.0 margin=0.007372 grad=0.374151 delta=5.629976 weight_rms=0.2
  epoch=6200 mse=0.040683 acc=0.75 margin=0.010102 grad=0.291271 delta=5.651445 weight_rms=0.2
  epoch=6300 mse=0.040167 acc=1.0 margin=0.000733 grad=0.340456 delta=5.688052 weight_rms=0.2
  epoch=6400 mse=0.043586 acc=1.0 margin=0.003766 grad=0.263785 delta=5.705971 weight_rms=0.2
  epoch=6500 mse=0.042205 acc=1.0 margin=0.023588 grad=0.300978 delta=5.704323 weight_rms=0.2
  epoch=6600 mse=0.043155 acc=1.0 margin=0.03457 grad=0.290304 delta=5.733581 weight_rms=0.2
  epoch=6700 mse=0.041131 acc=1.0 margin=0.014373 grad=0.26582 delta=5.832667 weight_rms=0.2
  epoch=6800 mse=0.040208 acc=1.0 margin=0.0262 grad=0.326691 delta=5.910869 weight_rms=0.2
  epoch=6900 mse=0.04229 acc=1.0 margin=0.03047 grad=0.26971 delta=5.904563 weight_rms=0.2
  epoch=7000 mse=0.039913 acc=1.0 margin=0.022091 grad=0.264562 delta=5.91767 weight_rms=0.2
  epoch=7100 mse=0.036193 acc=1.0 margin=0.010714 grad=0.297046 delta=5.94934 weight_rms=0.2
  epoch=7200 mse=0.037443 acc=1.0 margin=0.00243 grad=0.249129 delta=6.000865 weight_rms=0.2
  epoch=7300 mse=0.041086 acc=0.75 margin=0.002785 grad=0.245548 delta=6.062694 weight_rms=0.2
  epoch=7400 mse=0.039886 acc=0.75 margin=0.005852 grad=0.237023 delta=6.127417 weight_rms=0.2
  epoch=7500 mse=0.040505 acc=0.75 margin=0.012052 grad=0.189769 delta=6.183286 weight_rms=0.2
  epoch=7600 mse=0.040637 acc=0.75 margin=0.011126 grad=0.278848 delta=6.247329 weight_rms=0.2
  epoch=7700 mse=0.040453 acc=0.75 margin=0.016953 grad=0.21953 delta=6.429206 weight_rms=0.2
  epoch=7800 mse=0.037485 acc=0.75 margin=0.021782 grad=0.171926 delta=6.561056 weight_rms=0.2
  epoch=7900 mse=0.036824 acc=0.75 margin=0.023849 grad=0.259 delta=6.704744 weight_rms=0.2
  epoch=8000 mse=0.03605 acc=0.75 margin=0.023656 grad=0.200029 delta=6.90018 weight_rms=0.2
  epoch=8100 mse=0.036934 acc=0.75 margin=0.035274 grad=0.227651 delta=7.099124 weight_rms=0.2
  epoch=8200 mse=0.038881 acc=0.75 margin=0.038006 grad=0.242998 delta=7.330478 weight_rms=0.2
  epoch=8300 mse=0.038656 acc=0.75 margin=0.040052 grad=0.194778 delta=7.614401 weight_rms=0.2
  epoch=8400 mse=0.037535 acc=0.75 margin=0.04546 grad=0.211913 delta=7.934019 weight_rms=0.2
  epoch=8500 mse=0.038555 acc=0.75 margin=0.044928 grad=0.240446 delta=8.27569 weight_rms=0.2
  epoch=8600 mse=0.035325 acc=0.75 margin=0.046262 grad=0.187689 delta=8.592846 weight_rms=0.2
  epoch=8700 mse=0.036561 acc=0.75 margin=0.066311 grad=0.177952 delta=9.052931 weight_rms=0.2
  epoch=8800 mse=0.037301 acc=0.75 margin=0.074198 grad=0.170818 delta=9.382224 weight_rms=0.2
  epoch=8900 mse=0.034714 acc=0.75 margin=0.063517 grad=0.295336 delta=9.767308 weight_rms=0.2
  epoch=9000 mse=0.033852 acc=0.75 margin=0.062854 grad=0.19671 delta=10.102377 weight_rms=0.2
  epoch=9100 mse=0.031251 acc=0.75 margin=0.06054 grad=0.12595 delta=10.523629 weight_rms=0.2
  epoch=9200 mse=0.033906 acc=0.75 margin=0.07346 grad=0.159504 delta=10.905723 weight_rms=0.2
  epoch=9300 mse=0.033385 acc=0.75 margin=0.072701 grad=0.26298 delta=11.413731 weight_rms=0.2
  epoch=9400 mse=0.040743 acc=0.75 margin=0.104675 grad=0.15507 delta=11.966669 weight_rms=0.2
  epoch=9500 mse=0.034151 acc=0.75 margin=0.06522 grad=0.171583 delta=12.716144 weight_rms=0.2
  epoch=9600 mse=0.036677 acc=0.75 margin=0.05112 grad=0.234253 delta=13.953527 weight_rms=0.2
  epoch=9700 mse=0.033628 acc=0.75 margin=0.023334 grad=0.156639 delta=15.347383 weight_rms=0.2
  epoch=9800 mse=0.034154 acc=0.75 margin=0.016161 grad=0.188224 delta=16.817293 weight_rms=0.2
  epoch=9900 mse=0.043446 acc=0.75 margin=0.01531 grad=0.263895 delta=18.789116 weight_rms=0.2
  epoch=10000 mse=0.037398 acc=1.0 margin=0.033993 grad=0.22584 delta=21.132445 weight_rms=0.2
  before: mse=0.051938 acc=1.0 best: epoch=5100 mse=0.033841 acc=1.0 after: mse=0.033841 spin_mse=0.017584 score_mse=0.033841 acc=1.0 margin=0.028598
    case=(false, false) truth=false score=-0.156335 target=-0.2 out=[-0.0782]
    case=(false, true) truth=true score=0.515849 target=0.2 out=[0.2579]
    case=(true, false) truth=true score=0.028598 target=0.2 out=[0.0143]
    case=(true, true) truth=false score=-0.134284 target=-0.2 out=[-0.0671]
Top configs:
#1 hidden=(16,) out=1 target=readout_hterm readout_target=0.2 lp=0.0 dw=0.0 bias=0.1 skip=0.0 weight_norm=0.2 lr=0.01 beta=0.1 relax=100 dynamics=block block=8 adjusted=true stepsize=0.001 state=continuous weight_seed=2 bias_seed=11 before_mse=0.051938 before_acc=1.0 best_epoch=5100 best_mse=0.033841 best_acc=1.0 after_mse=0.033841 after_spin_mse=0.017584 after_score_mse=0.033841 after_acc=1.0 margin=0.028598
