timestamp,config_id,epoch,hidden,output_replicas,workers,train_limit,validation_limit,batchsize,free_sweeps,nudged_burnin_sweeps,nudged_interval_sweeps,nudged_samples,free_steps,burnin_steps,interval_steps,stepsize,beta,lr,target_scale,minit,temp,weight_scale,weight_decay,seconds,train_accuracy,train_mse,validation_accuracy,validation_mse,best_epoch,best_validation_mse,best_validation_accuracy,initial_graph_path,best_graph_path,final_graph_path
2026-05-20T02:37:34,14,0,120,4,15,512,128,64,200.0,100.0,25.0,3,32000,16000,4000,0.05,0.05,0.0005,0.5,1,0.001,0.005,0.0001,0.0,0.09375,28.533504,0.09375,28.778309,0,28.778308868408203,0.09375,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_14\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_14\best_graph.jld2,
2026-05-20T02:37:40,14,1,120,4,15,512,128,64,200.0,100.0,25.0,3,32000,16000,4000,0.05,0.05,0.0005,0.5,1,0.001,0.005,0.0001,1.7316486,0.15625,15.2272835,0.1015625,15.562755,1,15.56275463104248,0.1015625,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_14\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_14\best_graph.jld2,
2026-05-20T02:37:46,14,2,120,4,15,512,128,64,200.0,100.0,25.0,3,32000,16000,4000,0.05,0.05,0.0005,0.5,1,0.001,0.005,0.0001,1.6703433,0.140625,16.229382,0.1171875,16.271667,1,15.56275463104248,0.1015625,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_14\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_14\best_graph.jld2,
2026-05-20T02:37:52,14,3,120,4,15,512,128,64,200.0,100.0,25.0,3,32000,16000,4000,0.05,0.05,0.0005,0.5,1,0.001,0.005,0.0001,1.6557711,0.109375,15.868551,0.09375,16.078281,1,15.56275463104248,0.1015625,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_14\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_14\best_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_14\final_graph.jld2
2026-05-20T02:37:59,15,0,120,4,15,512,128,64,200.0,100.0,25.0,3,32000,16000,4000,0.05,0.1,0.0005,0.2,1,0.001,0.005,0.0001,0.0,0.1015625,19.17803,0.0859375,19.649763,0,19.649763107299805,0.0859375,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_15\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_15\best_graph.jld2,
2026-05-20T02:38:06,15,1,120,4,15,512,128,64,200.0,100.0,25.0,3,32000,16000,4000,0.05,0.1,0.0005,0.2,1,0.001,0.005,0.0001,2.2862822,0.125,15.178649,0.0703125,15.308257,1,15.308257102966309,0.0703125,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_15\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_15\best_graph.jld2,
2026-05-20T02:38:12,15,2,120,4,15,512,128,64,200.0,100.0,25.0,3,32000,16000,4000,0.05,0.1,0.0005,0.2,1,0.001,0.005,0.0001,1.7011816,0.1171875,14.576541,0.0703125,14.673892,2,14.6738920211792,0.0703125,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_15\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_15\best_graph.jld2,
2026-05-20T02:38:18,15,3,120,4,15,512,128,64,200.0,100.0,25.0,3,32000,16000,4000,0.05,0.1,0.0005,0.2,1,0.001,0.005,0.0001,1.6370969,0.1328125,14.520509,0.140625,14.4902725,3,14.490272521972656,0.140625,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_15\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_15\best_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_15\final_graph.jld2
2026-05-20T02:38:24,16,0,120,4,15,512,128,64,200.0,100.0,25.0,3,32000,16000,4000,0.05,0.1,0.0005,0.5,1,0.001,0.005,0.0001,0.0,0.1328125,25.21441,0.0546875,25.229044,0,25.22904396057129,0.0546875,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_16\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_16\best_graph.jld2,
2026-05-20T02:38:30,16,1,120,4,15,512,128,64,200.0,100.0,25.0,3,32000,16000,4000,0.05,0.1,0.0005,0.5,1,0.001,0.005,0.0001,1.7484304,0.1171875,14.911866,0.140625,14.953577,1,14.953577041625977,0.140625,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_16\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_16\best_graph.jld2,
2026-05-20T02:38:36,16,2,120,4,15,512,128,64,200.0,100.0,25.0,3,32000,16000,4000,0.05,0.1,0.0005,0.5,1,0.001,0.005,0.0001,1.6569647,0.09375,14.764754,0.125,14.544075,2,14.544075012207031,0.125,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_16\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_16\best_graph.jld2,
2026-05-20T02:38:42,16,3,120,4,15,512,128,64,200.0,100.0,25.0,3,32000,16000,4000,0.05,0.1,0.0005,0.5,1,0.001,0.005,0.0001,1.6959141,0.0859375,14.565754,0.109375,14.51768,3,14.517680168151855,0.109375,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_16\initial_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_16\best_graph.jld2,ext/IsingLearning/experiments/mnist_manager/runs/20260520_timeavg_grid_compact\checkpoints\config_16\final_graph.jld2
