config_id,sample_idx,stepsize,beta,phase,steps,sweeps,state_rms_to_final,hidden_rms_to_final,output_rms_to_final,output_mse_to_target,target_digit,prediction,score_margin
1,12,0.05,0.1,free,16000,100.0,0.17936213,0.46019518,0.35198238,16.349354,5,9,0.8995974
1,12,0.05,0.1,free,32000,200.0,0.076835655,0.19265509,0.16727157,18.712294,5,9,1.9798071
1,12,0.05,0.1,free,48000,300.0,0.0,0.0,0.0,21.282558,5,9,1.4211674
1,13,0.05,0.1,free,3200,20.0,0.3230673,0.8587062,0.50106025,7.8727417,3,9,1.3616954
1,13,0.05,0.1,free,8000,50.0,0.2681501,0.70526534,0.4524904,8.324354,3,9,1.3526323
1,13,0.05,0.1,free,16000,100.0,0.19018456,0.4852677,0.3836167,10.012609,3,9,1.2604138
1,13,0.05,0.1,free,32000,200.0,0.07911826,0.18484794,0.2126562,13.481549,3,9,0.9654084
1,13,0.05,0.1,free,48000,300.0,0.0,0.0,0.0,19.412724,3,4,0.08925414
1,14,0.05,0.1,free,3200,20.0,0.31529224,0.83715266,0.493542,12.268711,6,7,0.014556289
1,14,0.05,0.1,free,8000,50.0,0.26681417,0.70113105,0.4531278,13.545852,6,7,0.13606489
1,14,0.05,0.1,free,16000,100.0,0.19638175,0.5078103,0.36951172,15.022958,6,7,0.54326904
1,14,0.05,0.1,free,32000,200.0,0.085734434,0.2103842,0.20170462,16.2234,6,7,0.87572145
1,14,0.05,0.1,free,48000,300.0,0.0,0.0,0.0,19.274956,6,7,0.9726647
1,15,0.05,0.1,free,3200,20.0,0.30622742,0.80043405,0.53945404,17.400923,1,5,0.32556677
1,15,0.05,0.1,free,8000,50.0,0.25517005,0.6561185,0.495139,17.872005,1,7,0.013061762
1,15,0.05,0.1,free,16000,100.0,0.18337701,0.46279073,0.38868305,20.392603,1,7,0.3370297
1,15,0.05,0.1,free,32000,200.0,0.079519905,0.19708766,0.18083693,25.735422,1,7,1.1566765
1,15,0.05,0.1,free,48000,300.0,0.0,0.0,0.0,27.56781,1,7,1.1399448
1,16,0.05,0.1,free,3200,20.0,0.26787925,0.72003204,0.37172672,15.531025,7,5,0.02641213
1,16,0.05,0.1,free,8000,50.0,0.21820518,0.5806196,0.33514372,16.143942,7,5,0.20113277
1,16,0.05,0.1,free,16000,100.0,0.15658273,0.4043602,0.2968278,17.171095,7,5,0.39744365
1,16,0.05,0.1,free,32000,200.0,0.065144554,0.15947458,0.15445891,19.614292,7,5,0.11307728
1,16,0.05,0.1,free,48000,300.0,0.0,0.0,0.0,20.183342,7,4,0.16077042
2,1,0.05,0.2,free,3200,20.0,0.29982758,0.7659146,0.6014013,15.20835,5,1,0.5019895
2,1,0.05,0.2,free,8000,50.0,0.25074053,0.6277543,0.54911286,14.935371,5,1,0.081629634
2,1,0.05,0.2,free,16000,100.0,0.18337353,0.43806845,0.4667529,15.714659,5,7,0.31703424
2,1,0.05,0.2,free,32000,200.0,0.07978817,0.181035,0.22786008,19.212093,5,3,0.27500093
2,1,0.05,0.2,free,48000,300.0,0.0,0.0,0.0,22.4646,5,3,0.20162392
2,2,0.05,0.2,free,3200,20.0,0.29453817,0.7530942,0.588143,12.252866,0,3,1.4920186
2,2,0.05,0.2,free,8000,50.0,0.24621724,0.6119475,0.5543123,11.755155,0,3,1.3244503
2,2,0.05,0.2,free,16000,100.0,0.17980935,0.42678195,0.465395,12.0000925,0,3,1.0878019
2,2,0.05,0.2,free,32000,200.0,0.074764855,0.16221718,0.23016436,14.226893,0,3,1.2209558
2,2,0.05,0.2,free,48000,300.0,0.0,0.0,0.0,18.93436,0,3,1.4743088
2,3,0.05,0.2,free,3200,20.0,0.3160736,0.8207251,0.58045685,13.799617,4,5,0.07001555
2,3,0.05,0.2,free,8000,50.0,0.25982144,0.6665557,0.5101761,13.442171,4,5,0.11007857
2,3,0.05,0.2,free,16000,100.0,0.18163694,0.44725716,0.42248517,14.1852865,4,5,0.04482615
2,3,0.05,0.2,free,32000,200.0,0.07886896,0.17591746,0.23228975,18.24775,4,5,0.38569617
2,3,0.05,0.2,free,48000,300.0,0.0,0.0,0.0,22.398085,4,5,0.78650475
2,4,0.05,0.2,free,3200,20.0,0.29213288,0.7840514,0.41213167,11.852814,1,7,0.2599634
2,4,0.05,0.2,free,8000,50.0,0.24504538,0.6512569,0.38040522,12.036954,1,7,0.07048923
2,4,0.05,0.2,free,16000,100.0,0.17593884,0.45506784,0.33055305,12.96642,1,1,0.04266405
2,4,0.05,0.2,free,32000,200.0,0.07538194,0.18234941,0.1853419,15.265421,1,7,0.32052767
2,4,0.05,0.2,free,48000,300.0,0.0,0.0,0.0,18.56253,1,7,0.58645767
2,5,0.05,0.2,free,3200,20.0,0.3031412,0.81603515,0.41348845,18.687801,9,8,0.65284
2,5,0.05,0.2,free,8000,50.0,0.24677102,0.65832615,0.37008688,20.047138,9,8,0.35114908
2,5,0.05,0.2,free,16000,100.0,0.1703312,0.4526883,0.26442397,22.109825,9,3,0.4974773
2,5,0.05,0.2,free,32000,200.0,0.0737695,0.18602385,0.15689215,25.562988,9,3,1.0289929
2,5,0.05,0.2,free,48000,300.0,0.0,0.0,0.0,26.189514,9,3,0.6885352
2,6,0.05,0.2,free,3200,20.0,0.30298415,0.8086505,0.45245907,17.409855,2,7,0.2118541
2,6,0.05,0.2,free,8000,50.0,0.24755426,0.6528016,0.40967295,17.470476,2,7,0.054775655
2,6,0.05,0.2,free,16000,100.0,0.17410037,0.45236686,0.3184822,19.457085,2,0,0.14552611
2,6,0.05,0.2,free,32000,200.0,0.078667216,0.20009162,0.16105703,23.719465,2,0,0.5317918
2,6,0.05,0.2,free,48000,300.0,0.0,0.0,0.0,26.725197,2,7,0.028746247
2,7,0.05,0.2,free,3200,20.0,0.30825183,0.8286016,0.42744723,13.424644,1,5,0.6696373
2,7,0.05,0.2,free,8000,50.0,0.25079396,0.6671678,0.38606372,13.328695,1,5,0.51488185
2,7,0.05,0.2,free,16000,100.0,0.18107076,0.46986046,0.3338527,14.208102,1,5,0.5924561
2,7,0.05,0.2,free,32000,200.0,0.076422095,0.19057757,0.16991913,18.638014,1,5,0.38580108
2,7,0.05,0.2,free,48000,300.0,0.0,0.0,0.0,21.12741,1,5,0.75936246
2,8,0.05,0.2,free,3200,20.0,0.3172986,0.82542676,0.5762136,15.692232,3,8,1.4634913
2,8,0.05,0.2,free,8000,50.0,0.26346123,0.6694809,0.54176086,15.840461,3,8,1.1835754
2,8,0.05,0.2,free,16000,100.0,0.19218235,0.46531186,0.47127318,16.202507,3,8,0.82820916
2,8,0.05,0.2,free,32000,200.0,0.08646449,0.19492257,0.24990346,16.304302,3,8,0.09921801
2,8,0.05,0.2,free,48000,300.0,0.0,0.0,0.0,18.812632,3,0,0.19997883
2,9,0.05,0.2,free,3200,20.0,0.29190987,0.77083856,0.47792542,14.084962,1,2,0.829185
2,9,0.05,0.2,free,8000,50.0,0.2425192,0.6321492,0.43498215,14.261056,1,2,0.8484373
2,9,0.05,0.2,free,16000,100.0,0.17522898,0.4438939,0.36539984,15.094939,1,2,0.6434978
2,9,0.05,0.2,free,32000,200.0,0.07795715,0.18950549,0.18891181,16.917633,1,2,0.031627834
2,9,0.05,0.2,free,48000,300.0,0.0,0.0,0.0,20.63992,1,0,0.0003659129
2,10,0.05,0.2,free,3200,20.0,0.2905094,0.7592256,0.51231706,15.707728,4,1,0.05299169
2,10,0.05,0.2,free,8000,50.0,0.24430509,0.6274885,0.4768021,15.545603,4,2,0.011675596
2,10,0.05,0.2,free,16000,100.0,0.1808023,0.4488848,0.40863043,15.80298,4,2,0.20452541
2,10,0.05,0.2,free,32000,200.0,0.07962258,0.1864325,0.21294832,19.3623,4,2,0.1811096
2,10,0.05,0.2,free,48000,300.0,0.0,0.0,0.0,23.783344,4,8,0.40671468
2,11,0.05,0.2,free,3200,20.0,0.29900613,0.78069127,0.5305784,16.69555,3,6,0.60220027
2,11,0.05,0.2,free,8000,50.0,0.24716966,0.6348981,0.4821871,16.554031,3,6,0.6999955
2,11,0.05,0.2,free,16000,100.0,0.1732913,0.42972183,0.3933478,18.344698,3,6,0.15065241
2,11,0.05,0.2,free,32000,200.0,0.07578032,0.17528668,0.20820774,21.186213,3,0,1.359829
2,11,0.05,0.2,free,48000,300.0,0.0,0.0,0.0,25.582684,3,0,2.2097638
2,12,0.05,0.2,free,3200,20.0,0.2986873,0.7952415,0.45631832,14.610135,5,0,0.24913287
2,12,0.05,0.2,free,8000,50.0,0.24589613,0.64520276,0.4220331,14.460273,5,0,0.17992473
2,12,0.05,0.2,free,16000,100.0,0.16733825,0.4274336,0.33578414,14.931929,5,0,0.20777452
2,12,0.05,0.2,free,32000,200.0,0.0692088,0.15888642,0.19314761,17.132013,5,0,0.51492405
2,12,0.05,0.2,free,48000,300.0,0.0,0.0,0.0,20.144926,5,0,0.3405156
2,13,0.05,0.2,free,3200,20.0,0.30868506,0.8283151,0.4363982,13.5277605,3,0,1.5628374
2,13,0.05,0.2,free,8000,50.0,0.25526348,0.6777511,0.3996534,13.549591,3,0,2.2475696
2,13,0.05,0.2,free,16000,100.0,0.17763264,0.4570458,0.34349158,14.928584,3,0,2.0800118
2,13,0.05,0.2,free,32000,200.0,0.07646139,0.17850688,0.20586301,17.384863,3,0,2.3846865
2,13,0.05,0.2,free,48000,300.0,0.0,0.0,0.0,20.074738,3,0,2.1976893
2,14,0.05,0.2,free,3200,20.0,0.30603492,0.81471646,0.46800125,12.545005,6,4,0.42056626
2,14,0.05,0.2,free,8000,50.0,0.25589335,0.67045826,0.44364235,12.394413,6,4,0.56308234
2,14,0.05,0.2,free,16000,100.0,0.18203618,0.46054453,0.38175023,12.325969,6,4,0.58096004
2,14,0.05,0.2,free,32000,200.0,0.080050424,0.19560298,0.19091593,15.803954,6,4,0.2550615
2,14,0.05,0.2,free,48000,300.0,0.0,0.0,0.0,18.466782,6,5,0.1518091
2,15,0.05,0.2,free,3200,20.0,0.30995846,0.80946326,0.54923564,10.188275,1,9,0.27265304
2,15,0.05,0.2,free,8000,50.0,0.26069605,0.67103934,0.5030226,10.154405,1,9,0.42989755
2,15,0.05,0.2,free,16000,100.0,0.19235142,0.48277757,0.4170797,10.352548,1,9,0.6085451
2,15,0.05,0.2,free,32000,200.0,0.08247209,0.19164346,0.2243595,13.4369135,1,9,0.45542973
2,15,0.05,0.2,free,48000,300.0,0.0,0.0,0.0,18.383244,1,9,0.51716
2,16,0.05,0.2,free,3200,20.0,0.30264118,0.7915882,0.53078073,16.214481,7,0,1.18082
2,16,0.05,0.2,free,8000,50.0,0.251861,0.6464619,0.49325684,16.834034,7,0,1.2134781
2,16,0.05,0.2,free,16000,100.0,0.18087399,0.45148978,0.40069255,18.036692,7,0,1.7580192
2,16,0.05,0.2,free,32000,200.0,0.07524531,0.17821595,0.19579846,21.177113,7,0,2.4177794
2,16,0.05,0.2,free,48000,300.0,0.0,0.0,0.0,24.19877,7,0,2.6777449
3,1,0.1,0.1,free,3200,20.0,0.34047666,0.87000155,0.6819876,15.196157,5,5,0.55387306
3,1,0.1,0.1,free,8000,50.0,0.27056372,0.6763134,0.59618163,16.28405,5,5,0.43679535
3,1,0.1,0.1,free,16000,100.0,0.18016587,0.43013275,0.45935532,18.89741,5,5,0.44393992
3,1,0.1,0.1,free,32000,200.0,0.07628577,0.16964526,0.22583646,22.936651,5,4,1.2422587
3,1,0.1,0.1,free,48000,300.0,0.0,0.0,0.0,24.71635,5,4,2.2938573
3,2,0.1,0.1,free,3200,20.0,0.35801882,0.90129006,0.7668224,12.225062,0,1,0.24032128
3,2,0.1,0.1,free,8000,50.0,0.27927822,0.68135065,0.6693257,12.726206,0,3,0.039291173
3,2,0.1,0.1,free,16000,100.0,0.19294897,0.4481314,0.52549624,14.221795,0,4,0.29741138
3,2,0.1,0.1,free,32000,200.0,0.09678071,0.21643755,0.2837498,18.945347,0,0,0.9331916
3,2,0.1,0.1,free,48000,300.0,0.0,0.0,0.0,23.431429,0,0,1.246738
3,3,0.1,0.1,free,3200,20.0,0.31703722,0.80381423,0.65859336,14.660031,4,8,0.20709646
3,3,0.1,0.1,free,8000,50.0,0.24855383,0.60979736,0.58517206,15.883859,4,8,0.3963182
3,3,0.1,0.1,free,16000,100.0,0.17010055,0.40089208,0.44799972,17.95432,4,8,0.03626561
3,3,0.1,0.1,free,32000,200.0,0.07554792,0.16356517,0.23331527,21.599266,4,0,0.7160491
3,3,0.1,0.1,free,48000,300.0,0.0,0.0,0.0,24.781666,4,0,2.101341
3,4,0.1,0.1,free,3200,20.0,0.347467,0.86153626,0.7890328,9.680766,1,8,1.461319
3,4,0.1,0.1,free,8000,50.0,0.27275997,0.64778054,0.7049353,9.58929,1,8,1.6286818
3,4,0.1,0.1,free,16000,100.0,0.18137722,0.40227443,0.5393621,11.091798,1,8,1.8495189
3,4,0.1,0.1,free,32000,200.0,0.07156821,0.14139588,0.24678133,20.138391,1,8,1.5839244
3,4,0.1,0.1,free,48000,300.0,0.0,0.0,0.0,25.756468,1,8,0.6004603
3,5,0.1,0.1,free,3200,20.0,0.33319914,0.82276183,0.7676588,15.647757,9,1,0.20416284
3,5,0.1,0.1,free,8000,50.0,0.2654652,0.6325115,0.6803833,15.831774,9,1,0.07724059
3,5,0.1,0.1,free,16000,100.0,0.18308227,0.4101778,0.5350831,20.27131,9,1,0.6977155
3,5,0.1,0.1,free,32000,200.0,0.07343662,0.1711368,0.19851926,27.65762,9,1,1.027699
3,5,0.1,0.1,free,48000,300.0,0.0,0.0,0.0,30.330217,9,1,1.6069586
3,6,0.1,0.1,free,3200,20.0,0.37368822,0.96005136,0.7283378,17.171879,2,8,0.08378339
3,6,0.1,0.1,free,8000,50.0,0.30054083,0.74882996,0.6703926,16.519173,2,8,0.3127637
3,6,0.1,0.1,free,16000,100.0,0.20310381,0.4806128,0.5296804,18.013136,2,8,0.12839174
3,6,0.1,0.1,free,32000,200.0,0.084691726,0.1945343,0.23610315,26.463938,2,8,0.08572054
3,6,0.1,0.1,free,48000,300.0,0.0,0.0,0.0,31.213867,2,0,0.3069452
3,7,0.1,0.1,free,3200,20.0,0.35455638,0.90064484,0.73025924,19.062033,1,5,0.06462425
3,7,0.1,0.1,free,8000,50.0,0.27990818,0.6829857,0.67053556,18.74998,1,5,0.06324571
3,7,0.1,0.1,free,16000,100.0,0.1936638,0.44793913,0.5321517,18.530218,1,0,0.038725078
3,7,0.1,0.1,free,32000,200.0,0.09001181,0.18637848,0.2949566,20.225899,1,8,0.18514085
3,7,0.1,0.1,free,48000,300.0,0.0,0.0,0.0,23.936766,1,8,0.2227459
3,8,0.1,0.1,free,3200,20.0,0.32223156,0.8149491,0.67678446,17.22845,3,6,0.587837
3,8,0.1,0.1,free,8000,50.0,0.2455553,0.5966402,0.5958862,19.25103,3,0,0.051514387
3,8,0.1,0.1,free,16000,100.0,0.16848291,0.38429248,0.47631815,21.865765,3,0,1.207125
3,8,0.1,0.1,free,32000,200.0,0.06686899,0.14675105,0.20228411,31.19584,3,0,0.9529016
3,8,0.1,0.1,free,48000,300.0,0.0,0.0,0.0,34.246326,3,0,0.5747771
3,9,0.1,0.1,free,3200,20.0,0.3643643,0.904092,0.8252399,21.014303,1,3,0.075274706
3,9,0.1,0.1,free,8000,50.0,0.29624513,0.6942474,0.7907117,21.76522,1,7,0.16309142
3,9,0.1,0.1,free,16000,100.0,0.2122008,0.46100658,0.65200275,21.832273,1,7,0.651561
3,9,0.1,0.1,free,32000,200.0,0.10259015,0.2005431,0.35739508,22.693531,1,0,0.30375051
3,9,0.1,0.1,free,48000,300.0,0.0,0.0,0.0,26.795914,1,0,2.1430464
3,10,0.1,0.1,free,3200,20.0,0.31864473,0.77855325,0.7601172,17.77713,4,9,0.0020581484
3,10,0.1,0.1,free,8000,50.0,0.24883187,0.5754208,0.6840473,18.846169,4,0,0.4398929
3,10,0.1,0.1,free,16000,100.0,0.17333063,0.3677496,0.5507335,21.167168,4,0,0.5913446
3,10,0.1,0.1,free,32000,200.0,0.07291405,0.14121264,0.25621352,26.264355,4,0,0.5320654
3,10,0.1,0.1,free,48000,300.0,0.0,0.0,0.0,32.621483,4,8,0.055069923
3,11,0.1,0.1,free,3200,20.0,0.34402552,0.86931574,0.7252684,16.85542,3,4,1.5434165
3,11,0.1,0.1,free,8000,50.0,0.2656949,0.6409628,0.65841705,17.916468,3,4,1.5692719
3,11,0.1,0.1,free,16000,100.0,0.17606133,0.39599338,0.51098996,19.413044,3,4,0.9747293
3,11,0.1,0.1,free,32000,200.0,0.06990189,0.15339205,0.21149161,26.298758,3,0,0.97689223
3,11,0.1,0.1,free,48000,300.0,0.0,0.0,0.0,29.665817,3,0,1.9026517
3,12,0.1,0.1,free,3200,20.0,0.31653643,0.8013612,0.66186875,12.035829,5,7,0.6175307
3,12,0.1,0.1,free,8000,50.0,0.24249652,0.5867803,0.59569633,13.996443,5,9,0.13111621
3,12,0.1,0.1,free,16000,100.0,0.15980749,0.34630677,0.49287102,16.11014,5,9,0.83446103
3,12,0.1,0.1,free,32000,200.0,0.0611605,0.12873495,0.19636771,19.000757,5,0,0.058763802
3,12,0.1,0.1,free,48000,300.0,0.0,0.0,0.0,22.761866,5,0,0.12773824
3,13,0.1,0.1,free,3200,20.0,0.313061,0.7993594,0.62931967,12.922536,3,5,0.15744591
3,13,0.1,0.1,free,8000,50.0,0.24253182,0.5860429,0.59820795,14.481664,3,5,0.29119515
3,13,0.1,0.1,free,16000,100.0,0.15931335,0.34962806,0.48193994,17.789125,3,5,0.28816426
3,13,0.1,0.1,free,32000,200.0,0.06909274,0.15623957,0.1985685,23.415836,3,0,0.9068005
3,13,0.1,0.1,free,48000,300.0,0.0,0.0,0.0,25.217173,3,0,1.8933202
3,14,0.1,0.1,free,3200,20.0,0.321744,0.8244706,0.63545054,10.4917965,6,7,0.73065233
3,14,0.1,0.1,free,8000,50.0,0.24943018,0.6196202,0.5625797,12.7404995,6,7,0.51739514
3,14,0.1,0.1,free,16000,100.0,0.16552836,0.3966477,0.4179033,18.058086,6,4,0.47190237
3,14,0.1,0.1,free,32000,200.0,0.066151895,0.15033247,0.18835016,25.53131,6,4,0.8240292
3,14,0.1,0.1,free,48000,300.0,0.0,0.0,0.0,28.683447,6,4,1.2830875
3,15,0.1,0.1,free,3200,20.0,0.33732527,0.8665771,0.65767574,16.200953,1,9,0.31198025
3,15,0.1,0.1,free,8000,50.0,0.26662698,0.66733986,0.58454734,17.054586,1,1,0.2645645
3,15,0.1,0.1,free,16000,100.0,0.17748304,0.42614037,0.44566628,19.305984,1,1,1.2110741
3,15,0.1,0.1,free,32000,200.0,0.07616512,0.16135325,0.24249122,24.159311,1,1,0.78578544
3,15,0.1,0.1,free,48000,300.0,0.0,0.0,0.0,25.775343,1,1,1.2026316
3,16,0.1,0.1,free,3200,20.0,0.33648258,0.8628881,0.6620248,13.470763,7,1,0.017177224
3,16,0.1,0.1,free,8000,50.0,0.26403233,0.65297616,0.60505784,14.622069,7,1,0.27821207
3,16,0.1,0.1,free,16000,100.0,0.18151914,0.43887305,0.4469591,17.33694,7,1,0.10276067
3,16,0.1,0.1,free,32000,200.0,0.083614215,0.207977,0.18770257,24.54812,7,0,0.013478994
3,16,0.1,0.1,free,48000,300.0,0.0,0.0,0.0,29.408905,7,1,0.25965393
4,1,0.1,0.2,free,3200,20.0,0.32168624,0.77413994,0.8026817,13.945406,5,1,1.1818433
4,1,0.1,0.2,free,8000,50.0,0.25384364,0.5734239,0.73093003,15.0057955,5,1,0.8140278
4,1,0.1,0.2,free,16000,100.0,0.1738966,0.3605828,0.5688628,17.772633,5,1,0.2506969
4,1,0.1,0.2,free,32000,200.0,0.063474804,0.12536797,0.21893883,27.36299,5,4,0.7197149
4,1,0.1,0.2,free,48000,300.0,0.0,0.0,0.0,31.54447,5,4,0.45247602
4,2,0.1,0.2,free,3200,20.0,0.3303771,0.8579082,0.60654616,14.70106,0,2,0.5530518
4,2,0.1,0.2,free,8000,50.0,0.24922007,0.62922084,0.5273085,17.876684,0,2,0.28004175
4,2,0.1,0.2,free,16000,100.0,0.16977082,0.41354245,0.40883985,23.070131,0,1,0.05310595
4,2,0.1,0.2,free,32000,200.0,0.07669864,0.18286009,0.19625962,28.855492,0,4,1.0296489
4,2,0.1,0.2,free,48000,300.0,0.0,0.0,0.0,32.485954,0,4,1.0806949
4,3,0.1,0.2,free,3200,20.0,0.33599937,0.8470553,0.715421,15.50914,4,3,0.046090722
4,3,0.1,0.2,free,8000,50.0,0.25280342,0.6033278,0.6451766,17.17899,4,8,0.5051106
4,3,0.1,0.2,free,16000,100.0,0.16451043,0.36586148,0.48696926,20.446737,4,8,0.57330906
4,3,0.1,0.2,free,32000,200.0,0.064203605,0.1296108,0.21652888,25.04845,4,0,0.0022463799
4,3,0.1,0.2,free,48000,300.0,0.0,0.0,0.0,27.103067,4,0,0.30893368
4,4,0.1,0.2,free,3200,20.0,0.36093998,0.90909064,0.77150244,16.859032,1,7,0.6726301
4,4,0.1,0.2,free,8000,50.0,0.2811569,0.674139,0.7086399,17.848274,1,7,0.3330992
4,4,0.1,0.2,free,16000,100.0,0.1921373,0.42494798,0.5740145,18.798195,1,4,0.58101225
4,4,0.1,0.2,free,32000,200.0,0.07087837,0.13729537,0.2490188,22.40084,1,4,1.3002081
4,4,0.1,0.2,free,48000,300.0,0.0,0.0,0.0,25.965977,1,4,1.0079685
4,5,0.1,0.2,free,3200,20.0,0.32748932,0.8292902,0.6840437,12.466273,9,0,0.67253333
4,5,0.1,0.2,free,8000,50.0,0.25316134,0.6150356,0.6146003,13.420884,9,0,0.7490413
