Running bespoke XOR search with 1 config(s)
  epoch=2200 mse=1.008025 acc=0.75 margin=0.020414 grad=0.594904 delta=5.578447 weight_rms=0.2
  epoch=2300 mse=1.005691 acc=0.75 margin=0.018177 grad=0.560304 delta=5.639418 weight_rms=0.2
  epoch=2400 mse=1.007245 acc=0.75 margin=0.016832 grad=0.628239 delta=5.62908 weight_rms=0.2
  epoch=2500 mse=1.003623 acc=0.75 margin=0.027082 grad=0.626964 delta=5.651545 weight_rms=0.2
  epoch=2600 mse=1.001754 acc=0.75 margin=0.029317 grad=0.635264 delta=5.660573 weight_rms=0.2
  epoch=2700 mse=1.003807 acc=0.75 margin=0.0289 grad=0.629647 delta=5.773074 weight_rms=0.2
  epoch=2800 mse=1.004903 acc=0.75 margin=0.031238 grad=0.506561 delta=5.759295 weight_rms=0.2
  epoch=2900 mse=1.004339 acc=0.75 margin=0.034216 grad=0.615306 delta=5.828188 weight_rms=0.2
  epoch=3000 mse=1.005496 acc=0.75 margin=0.035048 grad=0.545208 delta=5.821826 weight_rms=0.2
  epoch=3100 mse=1.002856 acc=0.75 margin=0.03632 grad=0.440468 delta=5.910095 weight_rms=0.2
  epoch=3200 mse=1.005063 acc=0.75 margin=0.038432 grad=0.532444 delta=5.972618 weight_rms=0.2
  epoch=3300 mse=1.007491 acc=0.75 margin=0.034041 grad=0.571361 delta=6.011102 weight_rms=0.2
  epoch=3400 mse=1.006733 acc=0.75 margin=0.03264 grad=0.499934 delta=6.0574 weight_rms=0.2
  epoch=3500 mse=1.003762 acc=0.75 margin=0.037436 grad=0.518094 delta=5.97482 weight_rms=0.2
  epoch=3600 mse=1.010175 acc=0.75 margin=0.030293 grad=0.464605 delta=5.951563 weight_rms=0.2
  epoch=3700 mse=1.010284 acc=0.75 margin=0.027893 grad=0.461145 delta=5.971832 weight_rms=0.2
  epoch=3800 mse=1.011307 acc=0.75 margin=0.027686 grad=0.48254 delta=6.041011 weight_rms=0.2
  epoch=3900 mse=1.008455 acc=0.75 margin=0.031506 grad=0.551842 delta=6.036801 weight_rms=0.2
  epoch=4000 mse=1.008184 acc=0.75 margin=0.035685 grad=0.49141 delta=6.022775 weight_rms=0.2
  epoch=4100 mse=1.006545 acc=0.75 margin=0.039979 grad=0.475738 delta=6.064245 weight_rms=0.2
  epoch=4200 mse=1.005318 acc=0.75 margin=0.039639 grad=0.428539 delta=6.115065 weight_rms=0.2
  epoch=4300 mse=1.001864 acc=0.75 margin=0.046011 grad=0.507297 delta=6.12769 weight_rms=0.2
  epoch=4400 mse=1.00023 acc=0.75 margin=0.044623 grad=0.472755 delta=6.091861 weight_rms=0.2
  epoch=4500 mse=0.999308 acc=0.75 margin=0.042733 grad=0.454012 delta=6.255001 weight_rms=0.2
  epoch=4600 mse=1.002659 acc=0.75 margin=0.039522 grad=0.405885 delta=6.254303 weight_rms=0.2
  epoch=4700 mse=1.006531 acc=0.75 margin=0.039266 grad=0.381563 delta=6.211411 weight_rms=0.2
  epoch=4800 mse=1.003999 acc=0.75 margin=0.03967 grad=0.431874 delta=6.132888 weight_rms=0.2
  epoch=4900 mse=1.006214 acc=0.75 margin=0.036466 grad=0.390372 delta=6.181395 weight_rms=0.2
  epoch=5000 mse=1.005832 acc=0.75 margin=0.034009 grad=0.362713 delta=6.179789 weight_rms=0.2
  epoch=5100 mse=1.007639 acc=0.75 margin=0.032483 grad=0.329966 delta=6.232959 weight_rms=0.2
  epoch=5200 mse=1.003367 acc=0.75 margin=0.038043 grad=0.436288 delta=6.230111 weight_rms=0.2
  epoch=5300 mse=1.003042 acc=0.75 margin=0.036898 grad=0.347903 delta=6.169969 weight_rms=0.2
  epoch=5400 mse=1.007782 acc=0.75 margin=0.0339 grad=0.343482 delta=6.152853 weight_rms=0.2
  epoch=5500 mse=1.004759 acc=0.75 margin=0.037732 grad=0.354237 delta=6.146371 weight_rms=0.2
  epoch=5600 mse=1.008546 acc=0.75 margin=0.036727 grad=0.348494 delta=6.160852 weight_rms=0.2
  epoch=5700 mse=1.00302 acc=0.75 margin=0.038396 grad=0.351875 delta=6.184106 weight_rms=0.2
  epoch=5800 mse=1.000833 acc=0.75 margin=0.03892 grad=0.33813 delta=6.152766 weight_rms=0.2
  epoch=5900 mse=0.999964 acc=0.75 margin=0.040096 grad=0.323623 delta=6.125589 weight_rms=0.2
  epoch=6000 mse=0.998227 acc=0.75 margin=0.04021 grad=0.354375 delta=6.150308 weight_rms=0.2
  epoch=6100 mse=1.002343 acc=0.75 margin=0.03798 grad=0.375796 delta=6.115033 weight_rms=0.2
  epoch=6200 mse=1.008778 acc=0.75 margin=0.034534 grad=0.321878 delta=6.174542 weight_rms=0.2
  epoch=6300 mse=1.010975 acc=0.75 margin=0.02894 grad=0.296 delta=6.159567 weight_rms=0.2
  epoch=6400 mse=1.008501 acc=0.75 margin=0.033645 grad=0.284809 delta=6.042653 weight_rms=0.2
  epoch=6500 mse=1.010483 acc=0.75 margin=0.033166 grad=0.284992 delta=6.014929 weight_rms=0.2
  epoch=6600 mse=1.011401 acc=0.75 margin=0.031657 grad=0.334879 delta=6.028338 weight_rms=0.2
  epoch=6700 mse=1.01427 acc=0.75 margin=0.033228 grad=0.310376 delta=6.085921 weight_rms=0.2
  epoch=6800 mse=1.013592 acc=0.75 margin=0.03184 grad=0.313943 delta=6.034511 weight_rms=0.2
  epoch=6900 mse=1.012133 acc=0.75 margin=0.031185 grad=0.258398 delta=6.082165 weight_rms=0.2
  epoch=7000 mse=1.015246 acc=0.75 margin=0.02705 grad=0.251895 delta=6.145722 weight_rms=0.2
  epoch=7100 mse=1.016787 acc=0.75 margin=0.024339 grad=0.246123 delta=6.121159 weight_rms=0.2
  epoch=7200 mse=1.016092 acc=0.75 margin=0.024495 grad=0.242041 delta=6.194687 weight_rms=0.2
  epoch=7300 mse=1.015167 acc=0.75 margin=0.022761 grad=0.261474 delta=6.247006 weight_rms=0.2
  epoch=7400 mse=1.009682 acc=0.75 margin=0.030174 grad=0.192054 delta=6.283355 weight_rms=0.2
  epoch=7500 mse=1.012499 acc=0.75 margin=0.02401 grad=0.196018 delta=6.335234 weight_rms=0.2
  epoch=7600 mse=1.009916 acc=0.75 margin=0.023336 grad=0.237469 delta=6.349597 weight_rms=0.2
  epoch=7700 mse=1.008092 acc=0.75 margin=0.026136 grad=0.184166 delta=6.303234 weight_rms=0.2
  epoch=7800 mse=1.005861 acc=0.75 margin=0.026957 grad=0.190192 delta=6.332477 weight_rms=0.2
  epoch=7900 mse=1.00346 acc=0.75 margin=0.028216 grad=0.215465 delta=6.301191 weight_rms=0.2
  epoch=8000 mse=1.004507 acc=0.75 margin=0.026546 grad=0.197482 delta=6.3281 weight_rms=0.2
  epoch=8100 mse=1.003143 acc=0.75 margin=0.028213 grad=0.169324 delta=6.358912 weight_rms=0.2
  epoch=8200 mse=1.004914 acc=0.75 margin=0.030697 grad=0.213533 delta=6.396147 weight_rms=0.2
  epoch=8300 mse=1.002829 acc=0.75 margin=0.032884 grad=0.170284 delta=6.412631 weight_rms=0.2
  epoch=8400 mse=1.001281 acc=0.75 margin=0.031897 grad=0.204351 delta=6.540236 weight_rms=0.2
  epoch=8500 mse=1.000742 acc=0.75 margin=0.028956 grad=0.184331 delta=6.525442 weight_rms=0.2
  epoch=8600 mse=1.003196 acc=0.75 margin=0.028139 grad=0.18501 delta=6.541909 weight_rms=0.2
  epoch=8700 mse=1.003379 acc=0.75 margin=0.024766 grad=0.154581 delta=6.567408 weight_rms=0.2
  epoch=8800 mse=0.999958 acc=0.75 margin=0.02979 grad=0.155815 delta=6.492787 weight_rms=0.2
  epoch=8900 mse=1.003321 acc=0.75 margin=0.029426 grad=0.144858 delta=6.55977 weight_rms=0.2
  epoch=9000 mse=0.998617 acc=0.75 margin=0.031272 grad=0.154727 delta=6.589507 weight_rms=0.2
  epoch=9100 mse=1.000281 acc=0.75 margin=0.030306 grad=0.138867 delta=6.594619 weight_rms=0.2
  epoch=9200 mse=0.996176 acc=0.75 margin=0.028482 grad=0.125235 delta=6.596902 weight_rms=0.2
  epoch=9300 mse=0.996555 acc=0.75 margin=0.030841 grad=0.111065 delta=6.49593 weight_rms=0.2
  epoch=9400 mse=0.996268 acc=0.75 margin=0.031102 grad=0.118933 delta=6.433515 weight_rms=0.2
  epoch=9500 mse=0.993383 acc=0.75 margin=0.030644 grad=0.129663 delta=6.461192 weight_rms=0.2
  epoch=9600 mse=0.994834 acc=0.75 margin=0.031577 grad=0.115513 delta=6.379198 weight_rms=0.2
  epoch=9700 mse=0.996766 acc=0.75 margin=0.027171 grad=0.101135 delta=6.269511 weight_rms=0.2
  epoch=9800 mse=0.99767 acc=0.75 margin=0.027843 grad=0.091349 delta=6.232691 weight_rms=0.2
  epoch=9900 mse=0.994753 acc=0.75 margin=0.028545 grad=0.091119 delta=6.245219 weight_rms=0.2
  epoch=10000 mse=0.99901 acc=0.75 margin=0.023387 grad=0.088972 delta=6.264131 weight_rms=0.2
  before: mse=1.006878 acc=0.75 best: epoch=9500 mse=0.993383 acc=0.75 after: mse=0.993383 spin_mse=0.331085 score_mse=0.993383 acc=0.75 margin=0.030644
    case=(false, false) truth=false score=-0.312229 target=-1.0 out=[-0.0464, 0.3859, -0.049, 0.6735]
    case=(false, true) truth=true score=0.030644 target=1.0 out=[0.2996, -0.4102, 0.2529, -0.3142]
    case=(true, false) truth=true score=-0.440605 target=1.0 out=[0.0466, -0.6337, 0.2899, 0.5913]
    case=(true, true) truth=false score=-0.303215 target=-1.0 out=[-0.0383, 0.046, 0.5341, 0.0723]
Top configs:
#1 hidden=(16,) out=4 target=readout_hterm readout_target=1.0 lp=0.0 output_code=orthogonal dw=0.0 bias=0.1 skip=0.0 weight_norm=0.2 lr=0.01 beta=0.1 relax=100 dynamics=block block=8 adjusted=true stepsize=0.001 state=continuous weight_seed=2 bias_seed=11 before_mse=1.006878 before_acc=0.75 best_epoch=9500 best_mse=0.993383 best_acc=0.75 after_mse=0.993383 after_spin_mse=0.331085 after_score_mse=0.993383 after_acc=0.75 margin=0.030644
